,DATE,JEUNE,FEMME,COUREUR,RANG,NOM,CLUB,CAT
0,2025-03-17,False,False,143,1,RICAU CHARLES,LE FONTANIL CYCLISME,1
1,2023-01-01,False,False,-1,2,GAILLARD JULIEN,GMC 38,1
2,2023-01-01,False,False,-1,3,BERNE STEPHANE,UC VOIRON,1
3,2023-01-01,False,False,-1,4,BERGER PIERRE,GMC38,1
4,2025-09-04,False,False,202,5,HAGE TITOUAN,UNION CYCLISTE VOIRONNAISE,1
5,2025-01-13,False,False,16,6,BLANCHIN MATHIEU,UNION CYCLISTE VOIRONNAISE,1
6,2023-01-01,False,False,-1,7,VIGNON PAUL-ELIOTT,UCPG,1
7,2023-01-01,False,False,-1,8,KABWE CHARLES,UC VOIRON,1
8,2023-01-01,False,False,-1,9,DOBLADO MATHIEU,SUD GRÉSIVAUDAN CYCLISME COMPÉTITION,1
9,2023-01-01,False,False,-1,10,NOUBEL FREDERIC,UC VOIRON,1
10,2023-01-01,False,False,-1,11,LAMBERSEND BAPTISTE,UC VOIRON,1
11,2025-01-14,False,False,178,12,WINTZ TIMOTHEE,ALPIN'S WHEEL TEAM,1
12,2023-01-01,False,False,-1,13,GELAS JEAN,RIVES UNION CYCLISTE,1
13,2023-01-01,False,False,-1,DNS,SERMET  BASTIEN,UC VOIRON,1
